genre,title,text,nouns,adjectives,verbs
tragedy,hamlet,"HAMLET.
Such an act
That blurs the grace and blush of modesty,
Calls virtue hypocrite, takes off the rose
From the fair forehead of an innocent love,
And sets a blister there. Makes marriage vows
As false as dicers’ oaths. O such a deed
As from the body of contraction plucks
The very soul, and sweet religion makes
A rhapsody of words. Heaven’s face doth glow,
Yea this solidity and compound mass,
With tristful visage, as against the doom,
Is thought-sick at the act.",act grace blush modesty virtue hypocrite rose forehead love blister marriage vow dicer oath deed body contraction soul religion rhapsody word face doth glow yea solidity compound mass visage doom act,fair innocent false very sweet tristful sick,blur take set make pluck make think
tragedy,hamlet,"QUEEN.
Ay me, what act,
That roars so loud, and thunders in the index?",act thunder index,loud,queen roar
tragedy,hamlet,"HAMLET.
Look here upon this picture, and on this,
The counterfeit presentment of two brothers.
See what a grace was seated on this brow,
Hyperion’s curls, the front of Jove himself,
An eye like Mars, to threaten and command,
A station like the herald Mercury
New lighted on a heaven-kissing hill:
A combination and a form indeed,
Where every god did seem to set his seal,
To give the world assurance of a man.
This was your husband. Look you now what follows.
Here is your husband, like a mildew’d ear
Blasting his wholesome brother. Have you eyes?
Could you on this fair mountain leave to feed,
And batten on this moor? Ha! have you eyes?
You cannot call it love; for at your age
The hey-day in the blood is tame, it’s humble,
And waits upon the judgement: and what judgement
Would step from this to this? Sense sure you have,
Else could you not have motion; but sure that sense
Is apoplex’d, for madness would not err
Nor sense to ecstacy was ne’er so thrall’d
But it reserv’d some quantity of choice
To serve in such a difference. What devil was’t
That thus hath cozen’d you at hoodman-blind?
Eyes without feeling, feeling without sight,
Ears without hands or eyes, smelling sans all,
Or but a sickly part of one true sense
Could not so mope. O shame! where is thy blush?
Rebellious hell,
If thou canst mutine in a matron’s bones,
To flaming youth let virtue be as wax,
And melt in her own fire. Proclaim no shame
When the compulsive ardour gives the charge,
Since frost itself as actively doth burn,
And reason panders will.",picture presentment brother grace brow curl front eye command station hill combination form seal world assurance man husband husband mildew’d ear brother eye mountain leave feed moor eye age hey day blood wait judgement judgement sense motion sense madness sense ecstacy ne’er thrall’d quantity choice difference devil cozen’d hoodman eye sight ear hand eye san part sense shame blush mutine matron bone youth virtue wax fire shame ardour charge burn reason pander,counterfeit wholesome fair tame humble sure apoplex’d blind sickly true thou canst own compulsive,look see seat threaten light kiss seem set give look follow blast batten call love ’ step err reserv’d serve was’t hath feel feel smell mope flame let melt give frost
tragedy,hamlet,"QUEEN.
O Hamlet, speak no more.
Thou turn’st mine eyes into my very soul,
And there I see such black and grained spots
As will not leave their tinct.",eye soul spot tinct,more mine very such black grained,queen speak see leave
tragedy,hamlet,"HAMLET.
Nay, but to live
In the rank sweat of an enseamed bed,
Stew’d in corruption, honeying and making love
Over the nasty sty.",rank sweat bed corruption love sty,nasty,live enseame honey make
tragedy,hamlet,"QUEEN.
O speak to me no more;
These words like daggers enter in mine ears;
No more, sweet Hamlet.",word dagger ear,mine sweet,queen speak enter
tragedy,hamlet,"HAMLET.
A murderer and a villain;
A slave that is not twentieth part the tithe
Of your precedent lord. A vice of kings,
A cutpurse of the empire and the rule,
That from a shelf the precious diadem stole
And put it in his pocket!",murderer villain slave part tithe precedent lord vice king cutpurse empire rule shelf diadem stole pocket,twentieth precious,put
tragedy,hamlet,"Save me and hover o’er me with your wings,
You heavenly guards! What would your gracious figure?",wing guard figure,heavenly gracious,save o’er
tragedy,hamlet,"QUEEN.
Alas, he’s mad.",ala,mad,queen ’
tragedy,hamlet,"HAMLET.
Do you not come your tardy son to chide,
That, laps’d in time and passion, lets go by
The important acting of your dread command?
O say!",son time passion let acting dread command,tardy important,come chide go say
tragedy,hamlet,"GHOST.
Do not forget. This visitation
Is but to whet thy almost blunted purpose.
But look, amazement on thy mother sits.
O step between her and her fighting soul.
Conceit in weakest bodies strongest works.
Speak to her, Hamlet.",visitation whet purpose amazement mother step fighting soul body work,weak strong,forget blunt look sit speak
tragedy,hamlet,"QUEEN.
Alas, how is’t with you,
That you do bend your eye on vacancy,
And with the incorporal air do hold discourse?
Forth at your eyes your spirits wildly peep,
And, as the sleeping soldiers in the alarm,
Your bedded hairs, like life in excrements,
Start up and stand an end. O gentle son,
Upon the heat and flame of thy distemper
Sprinkle cool patience. Whereon do you look?",ala eye vacancy air discourse eye spirit soldier alarm hair life excrement end son heat flame distemper patience whereon,incorporal bedded gentle cool,queen is’t bend hold peep sleep start stand sprinkle look
tragedy,hamlet,"HAMLET.
On him, on him! Look you how pale he glares,
His form and cause conjoin’d, preaching to stones,
Would make them capable.—Do not look upon me,
Lest with this piteous action you convert
My stern effects. Then what I have to do
Will want true colour; tears perchance for blood.",form conjoin’d stone action effect colour tear blood,pale piteous stern true,look glare cause preach make look convert want
tragedy,hamlet,"QUEEN.
This is the very coinage of your brain.
This bodiless creation ecstasy
Is very cunning in.",coinage brain bodiless creation ecstasy,very cunning,queen
tragedy,hamlet,"HAMLET.
Ecstasy!
My pulse as yours doth temperately keep time,
And makes as healthful music. It is not madness
That I have utter’d. Bring me to the test,
And I the matter will re-word; which madness
Would gambol from. Mother, for love of grace,
Lay not that flattering unction to your soul
That not your trespass, but my madness speaks.
It will but skin and film the ulcerous place,
Whilst rank corruption, mining all within,
Infects unseen. Confess yourself to heaven,
Repent what’s past, avoid what is to come;
And do not spread the compost on the weeds,
To make them ranker. Forgive me this my virtue;
For in the fatness of these pursy times
Virtue itself of vice must pardon beg,
Yea, curb and woo for leave to do him good.",pulse time music madness test matter - word madness love grace unction soul trespass madness skin place rank corruption compost weed virtue fatness time vice yea curb leave,healthful ulcerous unseen past pursy good,keep make bring re gambol flatter speak film mine infect confess ’ avoid come spread make ranker forgive pardon beg woo
tragedy,hamlet,"HAMLET.
O throw away the worser part of it,
And live the purer with the other half.
Good night. But go not to mine uncle’s bed.
Assume a virtue, if you have it not.
That monster custom, who all sense doth eat,
Of habits evil, is angel yet in this,
That to the use of actions fair and good
He likewise gives a frock or livery
That aptly is put on. Refrain tonight,
And that shall lend a kind of easiness
To the next abstinence. The next more easy;
For use almost can change the stamp of nature,
And either curb the devil, or throw him out
With wondrous potency. Once more, good night,
And when you are desirous to be bles’d,
I’ll blessing beg of you. For this same lord
[_Pointing to Polonius._]
I do repent; but heaven hath pleas’d it so,
To punish me with this, and this with me,
That I must be their scourge and minister.
I will bestow him, and will answer well
The death I gave him. So again, good night.
I must be cruel, only to be kind:
Thus bad begins, and worse remains behind.
One word more, good lady.",worser part purer half night mine uncle bed virtue monster custom doth habit angel use action frock livery refrain tonight kind easiness abstinence use stamp nature devil potency night blessing beg repent scourge minister death night word lady,other good evil fair good next next wondrous more good desirous same good cruel kind bad bad more good,throw live go assume sense eat give put lend change curb throw point hath punish bestow answer give begin remain
